CT-H1  340.0    1.090       changed from 331 bsd on NMA nmodes; AA, RIBOSE
CT-H2  340.0    1.090       changed from 331 bsd on NMA nmodes; SUGARS
CT-H3  340.0    1.090       changed from 331 bsd on NMA nmodes; not assigned
CT-HP  340.0    1.090        changed from 331; AA-lysine, methyl ammonium cation
CT-N*  337.0    1.475       JCC,7,(1986),230; ADE,CYT,GUA,THY,URA
CT-NA  337.0    1.475       RSM, adapted from CT-N*
CT-N2  337.0    1.463       JCC,7,(1986),230; ARG
CT-OH  320.0    1.410       JCC,7,(1986),230; SUGARS
CT-OM  320.0    1.430       RSM, based on Xray analysis (Delta + CSD)
CT-OS  320.0    1.410       JCC,7,(1986),230; NUCLEIC ACIDS
CW-S   367.0    1.715       RSM, from xray analysis
CX-NA  418.0    1.434       RSM, based on Xray analysis
CX-NX  428.0    1.298       RSM, based on Xray analysis
CX-SX  227.0    1.747       RSM, based on Xray analysis
CY-CY  469.0    1.188       RSM, based on CSD analysis     
H -N2  434.0    1.010       JCC,7,(1986),230; ADE,CYT,GUA,ARG
H -N*  434.0    1.010       for plain unmethylated bases ADE,CYT,GUA,ARG
H -NA  434.0    1.010       JCC,7,(1986),230; GUA,URA,HIS
HO-OH  553.0    0.960       JCC,7,(1986),230; SUGARS,SER,TYR
HO-OS  553.0    0.960       JCC,7,(1986),230; NUCLEOTIDE ENDS
N3-SO  230.0    1.615       RSM, based on Xray analysis
O2-SO  525.0    1.430       RSM, based on Xray analysis
CT-P   230.0    1.825       RSM, based on Xray analysis
O2-P   525.0    1.480       JCC,7,(1986),230; NA PHOSPHATES
OH-P   230.0    1.610       JCC,7,(1986),230; NA PHOSPHATES
OS-P   230.0    1.610       JCC,7,(1986),230; NA PHOSPHATES
C*-HC  367.0    1.080       changed from 340. bsd on C6H6 nmodes, not needed AA
C*-C*  515.0    1.421       RSM, estimated from Xray data
C*-CF  515.0    1.332       RSM, estimated from Xray data
C*-H4  367.0    1.071       RSM, estimated
C -N   490.0    1.335       JCC,7,(1986),230; AA
C*-CB  388.0    1.459       JCC,7,(1986),230; TRP
C*-CT  317.0    1.495       JCC,7,(1986),230; TRP
C*-CW  546.0    1.352       JCC,7,(1986),230; TRP
CA-CN  469.0    1.400       JCC,7,(1986),230; TRP
CB-CN  447.0    1.419       JCC,7,(1986),230; TRP
CC-CT  317.0    1.504       JCC,7,(1986),230; HIS
CC-CV  512.0    1.375       JCC,7,(1986),230; HIS(delta)
CC-CW  518.0    1.371       JCC,7,(1986),230; HIS(epsilon)
CC-NA  422.0    1.385       JCC,7,(1986),230; HIS
CC-NB  410.0    1.394       JCC,7,(1986),230; HIS
CC-NZ  410.0    1.394       RSM, from CC-NB
CC-O   570.0    1.229       RSM, adapted from C-O
CC-OH  410.0    1.330       RSM, estimated from 6-31G*
CC-OS  410.0    1.370       RSM, estimated from 6-31G*
CF-CT  317.0    1.495       RSM, based on Xray data
CF-CY  428.0    1.425       RSM, based on Xray data
CF-OS  428.0    1.369       RSM, based on Xray data
CN-CN  447.0    1.371       RSM, based on Xray data
CN-NA  428.0    1.380       JCC,7,(1986),230; TRP
CN-NB  428.0    1.407       RSM, based on xray
CN-NZ  428.0    1.380       RSM, based on CN-NA
CN-OS  428.0    1.390       RSM, based on xray data (fc from CN-NA)
CR-CT  317.0    1.495       RSM, based on C*-CT
CR-H5  367.0    1.080       changed from 340. bsd on C6H6 nmodes;HIS
CR-N2  410.0    1.360       RSM, estimated from 6-31G*
CR-NA  477.0    1.343       JCC,7,(1986),230; HIS
CR-NB  488.0    1.335       JCC,7,(1986),230; HIS
CR-NZ  488.0    1.335       RSM, from CR-NB
CR-OS  410.0    1.360       RSM, estimated from 6-31G*
CT-N   337.0    1.449       JCC,7,(1986),230; AA
CT-N3  367.0    1.471       JCC,7,(1986),230; LYS
CT-S   227.0    1.810       changed from 222.0 based on dimethylS nmodes
CT-SH  237.0    1.810       changed from 222.0 based on methanethiol nmodes
CV-H4  367.0    1.080       changed from 340. bsd on C6H6 nmodes; HIS
CV-NB  410.0    1.394       JCC,7,(1986),230; HIS
CV-NZ  410.0    1.394       RSM, from CV-NB
CW-H4  367.0    1.080       changed from 340. bsd on C6H6 nmodes;HIS(epsilon,+)
CW-HC  367.0    1.080       RSM, based on CW-H4
CW-CT  317.0    1.487       RSM, based on xray data (fc from C*-CT)
CW-NA  427.0    1.381       JCC,7,(1986),230; HIS,TRP
CW-NB  410.0    1.400       RSM, estimated from 6-31G*
CW-NZ  410.0    1.400       RSM, estimated from 6-31G*
CW-OS  427.0    1.387       RSM, based on xray data
H -N   434.0    1.010       JCC,7,(1986),230; AA
H -N3  434.0    1.010       JCC,7,(1986),230; LYS    
HS-SH  274.0    1.336       JCC,7,(1986),230; CYS
S -S   166.0    2.038       JCC,7,(1986),230; CYX   (SCHERAGA)
CT-F   367.0    1.380       JCC,13,(1992),963;CF4; R0=1.332 FOR CHF3


HW-OW-HW    100.      104.52    TIP3P water
HW-HW-OW      0.      127.74    (found in crystallographic water with 3 bonds)
CA-C -O     80.0      120.00    RSM, estimated
CA-C -N     80.0      120.00    RSM, estimated
CB-C -NA    70.0      111.30    NA
CB-C -O     80.0      128.80
CM-C -NA    70.0      114.10
CM-C -O     80.0      125.30
CT-C -O     80.0      120.40
CT-C -O2    70.0      117.00
CT-C -OZ    70.0      117.00    RSM, based on CT-C -O2
CT-C -OH    70.0      117.00
N*-C -NA    70.0      115.40
N*-C -NC    70.0      118.60
N*-C -O     80.0      120.90
NA-C -O     80.0      120.60
NC-C -O     80.0      122.50
CT-C -N     70.0      116.60    AA general
N -C -O     80.0      122.90    AA general
O -C -O     80.0      126.00    AA COO- terminal residues
O2-C -O2    80.0      126.00    AA GLU            (SCH JPC 79,2379)
O2-C -OZ    80.0      126.00    RSM, based on O2-C -O2
O -C -OH    80.0      126.00
CA-C -C     63.0      120.00    RSM, estimated
CA-C -CA    63.0      120.00    changed from 85.0  bsd on C6H6 nmodes; AA tyr
CA-C -OH    70.0      120.00    AA tyr
C -CA-C     63.0      120.00    RSM, estimated
C -CA-CA    63.0      120.00    changed from 85.0  bsd on C6H6 nmodes
C -CA-CT    63.0      120.00    RSM, estimated
CA-CA-CA    63.0      120.00    changed from 85.0  bsd on C6H6 nmodes
CA-CA-CB    63.0      120.00    changed from 85.0  bsd on C6H6 nmodes
CA-CA-CT    70.0      120.00
CA-CA-CX    63.0      120.00    RSM, based on CA-CA-CA
CA-CA-CY    70.0      120.00    RSM, estimated
CA-CA-Cl    70.0      120.00    RSM, estimated
CA-CA-HA    35.0      120.00
CX-CA-HA    35.0      120.00    RSM, from CA-CA-HA
NA-CA-HA    35.0      120.00    RSM, estimated
NC-CA-HA    35.0      120.00    RSM, estimated
CA-CA-H4    35.0      120.00
CA-CA-N     70.0      120.00    RSM, estimated
CA-CA-N2    70.0      120.00    RSM, estimated
CA-C -N2    70.0      120.00    RSM, estimated
CA-CA-NC    70.0      120.00    RSM, estimated
CA-CA-NX    70.0      115.00    RSM, based on Xray analysis
CA-CA-NA    70.0      120.00    RSM, estimated
CA-CA-N*    70.0      120.00    RSM, estimated
CA-CA-SO    70.0      120.00    RSM, based on Xray analysis
CA-CA-SX    70.0      109.20    RSM, based on Xray analysis
CB-CA-HA    35.0      120.00
CB-CA-H4    35.0      120.00
CB-CA-N2    70.0      123.50
CB-CA-NC    70.0      117.30
CM-CA-N2    70.0      120.10
CM-CA-NC    70.0      121.50
CT-CA-NC    70.0      120.00    RSM, estimated
N2-CA-NA    70.0      116.00
N2-CA-NC    70.0      119.30
NA-CA-NC    70.0      123.30
C -CA-HA    35.0      120.00    AA tyr
N2-CA-N2    70.0      120.00    AA arg
N2-C -N2    70.0      120.00    RSM, based on N2-CA-N2
CN-CA-HA    35.0      120.00    AA trp
CA-CA-CN    63.0      120.00    changed from 85.0  bsd on C6H6 nmodes; AA trp
C -CB-CB    63.0      119.20    changed from 85.0  bsd on C6H6 nmodes; NA gua
C -CB-NB    70.0      130.00
C -CB-NZ    70.0      130.00    RSM, from C -CB-NB
CA-CB-CB    63.0      117.30    changed from 85.0  bsd on C6H6 nmodes; NA ade
CA-CB-NB    70.0      132.40    
CA-CB-NZ    70.0      132.40    RSM, from CA-CB-NB
CB-CB-N*    70.0      106.20
CB-CB-NB    70.0      110.40
CB-CB-NZ    70.0      110.40    RSM, from CB-CB-NB
CB-CB-NC    70.0      127.70
N*-CB-NC    70.0      126.20
C*-CB-CA    63.0      134.90    changed from 85.0  bsd on C6H6 nmodes; AA trp
C*-CB-CN    63.0      108.80    changed from 85.0  bsd on C6H6 nmodes; AA trp
CA-CB-CN    63.0      116.20    changed from 85.0  bsd on C6H6 nmodes; AA trp
C*-CF-CT    70.0      133.10    RSM, based on Xray analysis
C*-CF-CY    70.0      133.10    RSM, based on Xray analysis
C*-CF-OS    70.0      110.20    RSM, based on Xray analysis
CT-CF-OS    70.0      113.70    RSM, based on Xray analysis
CY-CF-OS    70.0      113.70    RSM, based on Xray analysis
H5-CK-N*    35.0      123.05
H5-CK-NB    35.0      123.05
H5-CK-NZ    35.0      123.05    RSM, from H5-CK-NB
N*-CK-NB    70.0      113.90
N*-CK-NZ    70.0      113.90    RSM, from N*-CK-NB
C -CM-CM    63.0      120.70    changed from 85.0  bsd on C6H6 nmodes; NA thy
C -CM-CT    70.0      119.70
C -CM-HA    35.0      119.70
C -CM-H4    35.0      119.70
CA-CM-CM    63.0      117.00    changed from 85.0  bsd on C6H6 nmodes; NA cyt
CA-CM-HA    35.0      123.30
CA-CM-H4    35.0      123.30
CM-CM-CT    70.0      119.70
CM-CM-HA    35.0      119.70
CM-CM-H4    35.0      119.70
CM-CM-N*    70.0      121.20
H4-CM-N*    35.0      119.10
H5-CQ-NC    35.0      115.45
NC-CQ-NC    70.0      129.10
CM-CT-HC    50.0      109.50    changed based on NMA nmodes
CA-CT-CY    40.0      111.00    RSM, based on CSD analysis
CT-CT-CT    40.0      109.50
CT-CT-HC    50.0      109.50    changed based on NMA nmodes
CT-CT-H1    50.0      109.50    changed based on NMA nmodes
CT-CT-H2    50.0      109.50    changed based on NMA nmodes
CT-CT-HP    50.0      109.50    changed based on NMA nmodes
CT-CT-N*    50.0      109.50
CA-CT-OH    50.0      109.50    RSM, estimated
CT-CT-OH    50.0      109.50
CT-CT-OM    50.0      109.50    RSM, from CT-CT-OH
CT-CT-OS    50.0      109.50
CT-CT-P     50.0      109.50    RSM, estimated
CT-CT-CF    50.0      109.50    RSM, estimated
CY-CT-HC    35.0      109.50    RSM, estimated
CY-CT-CT    50.0      109.50    RSM, estimated
CF-CT-HC    35.0      109.50    RSM, estimated
HC-CT-HC    35.0      109.50
HC-CT-OH    35.0      109.50    RSM, estimated
HC-CT-P     35.0      109.50    RSM, estimated
H1-CT-H1    35.0      109.50
HP-CT-HP    35.0      109.50    AA lys, ch3nh4+
H2-CT-N*    50.0      109.50    changed based on NMA nmodes
H1-CT-N*    50.0      109.50    changed based on NMA nmodes
H1-CT-OH    50.0      109.50    changed based on NMA nmodes 
H1-CT-OM    50.0      109.50    RSM, from H1-CT-OH
H1-CT-OS    50.0      109.50    changed based on NMA nmodes 
H2-CT-OS    50.0      109.50    changed based on NMA nmodes
N*-CT-OS    50.0      109.50
H1-CT-N     50.0      109.50    AA general  changed based on NMA nmodes
H1-CT-NA    50.0      109.50    RSM, from H1-CT-N
H1-CT-N3    50.0      109.50    RSM, estimated
C -CT-H1    50.0      109.50    AA general  changed based on NMA nmodes
C -CT-HP    50.0      109.50    AA zwitterion  changed based on NMA nmodes
H1-CT-S     50.0      109.50    AA cys     changed based on NMA nmodes
H1-CT-SH    50.0      109.50    AA cyx     changed based on NMA nmodes
CT-CT-S     50.0      114.70    AA cyx            (SCHERAGA  JPC 79,1428)
CT-CT-SH    50.0      108.60    AA cys
H2-CT-H2    35.0      109.50    AA lys
H1-CT-N2    50.0      109.50    AA arg     changed based on NMA nmodes
HP-CT-N3    50.0      109.50    AA lys, ch3nh3+, changed based on NMA nmodes
CA-CT-CT    63.0      114.00    AA phe tyr          (SCH JPC  79,2379)
C -CT-HC    50.0      109.50    AA gln      changed based on NMA nmodes
C -CT-N     63.0      110.10    AA general
CA-CT-NA    63.0      110.10    RSM, based on C-CT-N
CC-CT-NA    63.0      101.60    RSM, based on xray structures
C -CT-OH    63.0      110.10    RSM, estimated
C*-CT-OH    63.0      110.10    RSM, estimated
CR-CT-OH    63.0      110.10    RSM, estimated
CT-CT-N2    80.0      111.20    AA arg             (JCP 76, 1439)
CT-CT-NA    80.0      109.70    RSM, based on CT-CT-N
CT-CT-N     80.0      109.70    AA ala, general    (JACS 94, 2657)
C -CT-CT    63.0      111.10    AA general
CA-CT-HC    50.0      109.50    AA tyr     changed based on NMA nmodes
CA-CT-H1    50.0      109.50    RSM, based on CA-CT-HC
CT-CT-N3    80.0      111.20    AA lys             (JCP 76, 1439)
CC-CT-CT    63.0      113.10    AA his
CC-CT-HC    50.0      109.50    AA his     changed based on NMA nmodes
CC-CT-H1    50.0      109.50    RSM, based on CC-CT-HC
CR-CT-H1    50.0      109.50    RSM, based on CC-CT-HC
CR-CT-F     50.0      109.50    RSM, assumed
CR-CT-CR    50.0      109.50    RSM, assumed
CR-CT-CT    63.0      115.60    RSM, based on C*-CT-CT
CR-CT-HC    50.0      109.50    RSM, based on CC-CT-HC
CR-CT-H1    50.0      109.50    RSM, based on CC-CT-HC
CR-CT-S     50.0      109.30    RSM, from xray
C -CT-N3    80.0      111.20    AA amino terminal residues
C*-CT-CT    63.0      115.60    AA trp
CW-CT-CT    63.0      115.60    RSM, estimated
C*-CT-HC    50.0      109.50    AA trp    changed based on NMA nmodes
CW-CT-HC    50.0      109.50    RSM, estimated
CX-CT-CT    63.0      109.50    RSM, estimated
CX-CT-HC    50.0      109.50    RSM, estimated
NA-CT-N2    50.0      109.50    RSM, estimated
OH-CT-S     50.0      108.7     RSM, from xray
CT-CC-NA    70.0      120.00    AA his
CT-CC-CV    70.0      120.00    AA his
CT-CC-NB    70.0      120.00    AA his
CT-CC-NZ    70.0      120.00    RSM, from CT-CC-NB
CT-CC-O     70.0      126.50    RSM, from xray structures
CV-CC-NA    70.0      120.00    AA his
CW-CC-NA    70.0      120.00    AA his
CW-CC-NB    70.0      120.00    AA his
CW-CC-NZ    70.0      120.00    RSM, from CW-CC-NB
CW-CC-OH    70.0      134.50    RSM, estimated
CW-CC-OS    70.0      108.00    RSM, estimated
CT-CC-CW    70.0      120.00    AA his
NA-CC-NA    70.0      104.00    RSM, from xray structures
NA-CC-O     70.0      128.00    RSM, from xray structures
OH-CC-OS    70.0      117.40    RSM, estimated
CT-CR-NA    70.0      120.00    RSM, based on CC-CR-NA
CT-CR-NB    70.0      120.00    RSM, based on CC-CR-NA
CT-CR-NZ    70.0      120.00    RSM, based on CC-CR-NA
CT-CR-OS    70.0      116.70    RSM, from xray
H5-CR-NA    35.0      120.00    AA his
H5-CR-NB    35.0      120.00    AA his
H5-CR-NZ    35.0      120.00    RSM, from H5-CR-NB
NA-CR-NA    70.0      120.00    AA his
NA-CR-NB    70.0      120.00    AA his
NA-CR-NZ    70.0      120.00    RSM, from NA-CR-NB
N2-CR-NB    70.0      128.30    RSM, estimated
N2-CR-NZ    70.0      128.30    RSM, estimated
N2-CR-OS    70.0      116.40    RSM, estimated
N2-CR-S     70.0      123.20    RSM, estimated
NB-CR-OS    70.0      114.60    RSM, from xray data
NB-CR-S     70.0      113.60    RSM, from xray data 
NZ-CR-OS    70.0      115.20    RSM, estimated 
CC-CV-H4    35.0      120.00    AA his
CC-CV-NB    70.0      120.00    AA his
CC-CV-NZ    70.0      120.00    RSM, from CC-CV-NB
H4-CV-NB    35.0      120.00    AA his
H4-CV-NZ    35.0      120.00    RSM, from H4-CV-NZ
CC-CW-H4    35.0      120.00    AA his
CC-CW-HC    35.0      120.00    RSM, based on CC-CW-H4
CC-CW-NA    70.0      120.00    AA his
CC-CW-NB    70.0      108.80    RSM, estimated
CC-CW-NZ    70.0      108.80    RSM, estimated
CC-CW-S     70.0      110.20    RSM, from xray data
CT-CW-OS    70.0      114.80    RSM, from xray data
H4-CW-NA    35.0      120.00    AA his
H4-CW-S     35.0      122.60    RSM, from xray data
HC-CW-NB    35.0      122.40    RSM, estimated
HC-CW-NZ    35.0      122.40    RSM, estimated
C*-CW-H4    35.0      120.00    AA trp
C*-CW-NA    70.0      108.70    AA trp
C*-CW-CT    70.0      132.63    RSM, estimated from xray data
C*-CW-OS    70.0      111.54    RSM, estimated from xray data
CA-CX-CA    63.0      120.00    RSM, based on CA-CA-CA
CA-CX-NA    63.0      120.00    RSM, based on CA-CA-CA
CT-CX-NX    70.0      124.20    RSM, estimated from xray data
CT-CX-SX    70.0      120.30    RSM, estimated from xray data
NX-CX-SX    70.0      115.50    RSM, estimated from xray data
CA-CY-CY    70.0      180.00    RSM, estimated
CF-CY-CY    70.0      180.00    RSM, estimated
CT-CY-CY    70.0      180.00    RSM, estimated
CT-C*-CW    70.0      125.00    AA trp
CB-C*-CT    70.0      128.60    AA trp
CB-C*-CW    63.0      106.40    changed from 85.0  bsd on C6H6 nmodes; AA trp
CB-C*-H4    35.0      127.63    RSM, estimated (fc from CA-CA-HA)
CW-C*-H4    35.0      126.14    RSM, estimated (fc from CA-CA-HA)
C*-C*-CF    70.0      107.10    RSM, estimated from xray data
CF-C*-H4    35.0      126.45    RSM, estimated from xray data
C*-C*-H4    35.0      126.45    RSM, estimated from xray data
CA-CN-NA    70.0      132.80    AA trp
CA-CN-NB    70.0      131.00    RSM, from xray data
CA-CN-NZ    70.0      132.80    RSM, estimated from CA-CN-NA
CB-CN-NA    70.0      104.40    AA trp
CA-CN-OS    70.0      127.50    RSM, estimated from xray data
CB-CN-OS    70.0      110.45    RSM, estimated from xray data
CA-CN-CB    63.0      122.70    changed from 85.0  bsd on C6H6 nmodes; AA trp
CA-CN-CN    63.0      122.70    RSM, estimated from CA-CN-CB
CN-CN-NA    70.0      104.40    RSM, estimated from CB-CN-NA
CN-CN-NB    70.0      107.50    RSM, from xray data
CN-CN-NZ    70.0      104.40    RSM, estimated from CB-CN-NA
CN-CN-OS    70.0      108.40    RSM, from xray data
C -N -CT    50.0      121.90    AA general
C -N -H     30.0      120.00    AA general, gln, asn,changed based on NMA nmodes
CA-N -C     70.0      122.00    RSM, based on CSD analysis
CA-N -H     30.0      116.60    RSM, based on CSD analysis
CT-N -H     30.0      118.04    AA general,     changed based on NMA nmodes
CT-N -CT    50.0      118.00    AA pro             (DETAR JACS 99,1232)
H -N -H     35.0      120.00    ade,cyt,gua,gln,asn     **
C -N*-CM    70.0      121.60
C -N*-CT    70.0      117.60
CA-N*-CT    70.0      123.90    RSM, estimated
CT-N*-CT    70.0      111.60    RSM, estimated
C -N*-H     30.0      119.20    changed based on NMA nmodes
CB-N*-CK    70.0      105.40
CB-N*-CT    70.0      125.80
CB-N*-H     30.0      125.80    for unmethylated n.a. bases,chngd bsd NMA nmodes
CK-N*-CT    70.0      128.80
CK-N*-H     30.0      128.80    for unmethylated n.a. bases,chngd bsd NMA nmodes
CM-N*-CT    70.0      121.20
CM-N*-H     30.0      121.20    for unmethylated n.a. bases,chngd bsd NMA nmodes
CA-N2-H     35.0      120.00    
C -N2-H     35.0      120.00    RSM, based on CA-N2-H
CR-N2-H     35.0      120.00    RSM, based on CA-N2-H
H -N2-H     35.0      120.00    
CT-N2-H     35.0      118.40    AA arg
CA-N2-CT    50.0      123.20    AA arg
CA-N2-CR    50.0      123.20    RSM, estimated
CT-N3-H     50.0      109.50    AA lys,     changed based on NMA nmodes
H -N3-H     35.0      109.50    AA lys, AA(end)
CT-N3-CT    50.0      109.50    AA pro/nt
CT-N3-SO    50.0      121.20    RSM, estimated from Xray data
H -N3-SO    30.0      115.43    RSM, estimated from Xray data
H -N3-H     30.0      115.00    RSM, estimated from Xray data
C -NA-C     70.0      126.40
C -NA-CA    70.0      125.20
CA-NA-CA    70.0      125.20    RSM, estimated
C -NA-H     30.0      116.80    changed based on NMA nmodes
CA-NA-H     30.0      118.00    changed based on NMA nmodes
CC-NA-CC    70.0      120.00    RSM, based on CC-NA-CR
CC-NA-CR    70.0      120.00    AA his
CC-NA-CT    70.0      120.00    RSM, estimated
CC-NA-CX    70.0      124.10    RSM, from CSD analysis
CT-NA-CT    70.0      120.00    RSM, estimated
CN-NA-CR    70.0      120.00    RSM, based on CC-NA-CR
CN-NA-CT    70.0      120.00    RSM, estimated
CR-NA-CT    70.0      120.00    RSM, estimated
CC-NA-H     30.0      120.00    AA his,    changed based on NMA nmodes
CR-NA-CW    70.0      120.00    AA his
CR-NA-H     30.0      120.00    AA his,    changed based on NMA nmodes
CW-NA-H     30.0      120.00    AA his,    changed based on NMA nmodes
CN-NA-CW    70.0      111.60    AA trp
CC-OS-CR    70.0      104.10    RSM, estimated
CN-OS-CR    70.0      104.00    RSM, from xray data
CN-OS-CW    70.0      105.89    RSM, estimated from xray analysis
