"cgo_dot_radius","if greater than zero, controls the default radius for cgo dots when ray tracing.  Otherwise, the radius is computed from cgo_dot_width.","float","-1.0","2"
"cgo_dot_width","controls the width of cgo dots.","float","1.0","2"
"cgo_ellipsoid_quality","Controls cgo-based representation quality of ellipsoids.","integer","-1","0"
"cgo_lighting","controls whether or not PyMOL lights CGOs.","boolean","1","1"
"cgo_line_radius","if greater than zero, controls the default radius for lines when ray tracing.  Otherwise, the radius is computed from cgo_line_width;","float","-1.0","2"
"cgo_line_width","is the default line width for cgo geometries.","float","1.0","2"
"cgo_shader_ub_color","controls the data size of color data sent to the graphics card. If enabled, unsigned bytes are sent which may be faster and smaller.","boolean","0","0"
"cgo_shader_ub_flags","controls whether or not unsigned bytes are used in sending data to the graphics card.","boolean","0","0"
"cgo_shader_ub_normal","controls the data size of normals sent to the graphics card. If enabled, unsigned bytes are sent which may be faster and smaller.","boolean","0","0"
"cgo_sphere_quality","controls the sphere quality to use when loading CGO representations.","integer","1","0"
"cgo_transparency","controls the default transparency of cgo geometries.","float","0.0","2"
"cgo_use_shader","If true, on screen rendering of CGOs uses the OpenGL shader language (GLSL). If false, OpenGL v1.x style rendering is used.","boolean","on","0"
"cif_keepinmemory","Experimental feature. Retain parsed CIF file in memory, for pymol.querying.cif_get_array","boolean","off","0"
"cif_use_auth","When loading mmCIF files, use 'auth_*' identifiers (if present, fallback to 'label_*' identifiers). Note that 'label_asym_id' is always loaded as the 'segi' identifier (if present).","boolean","on","0"
"clamp_colors","controls whether or not colors are clamped to the current color table.","boolean","on","0"
"clean_eletro_mode","controls whether or not electrostatics are taken into account when cleaning.","integer","0","0"
"cmd","- The cmd cant be stop(0), play(1), or toggle(-1).","","","0"
"cone_quality","controls the number of segments used to draw CGO cones.","integer","18","0"
"connect_bonded","controls whether or not bonds can be detected between atoms with explicit bonds in the PDB file.","boolean","off","0"
"connect_cutoff","affects how close atoms need to be in order for bonds to be created.","float","0.4","0"
"connect_mode","controls how bonds are detected when PDB files are loaded.

0 = auto-connect and use explicit valences
1 = use explicit valences only
2 = reserved","integer","0","0"
"coulomb_cutoff","is the cutoff for coulombic calculations.","float","10.0","0"
"coulomb_dielectric","is the dielectric for coulombic calculations.","float","2.0","0"
"coulomb_units_factor","is the conversion factor to give output units (kT/e).","float","557.0","0"
"cromadepth","color by depth, gives stereo effect with ChromaDepth glasses (shader rendering only)","boolean","off","0"
"cull_spheres","No longer used, previously used for performance.","integer","-1","2"
"cylinder_shader_ff_workaround","If true, then the workaround that corrects improper rendering on some Intel and NVidia cards is enabled. Some hardware allow correct rendering when this is disabled, and in that case rendering speed is generally improved.","boolean","on","0"
"cylinders_shader_filter_faces","If true, then the workaround that corrects improper rendering on some Intel and NVidia cards is enabled. Some hardware allow correct rendering when this is disabled, and in that case rendering speed is generally improved.","boolean","on","0"
"dash_as_cylinders","If true, distance measure dashes are drawn as high-quality cylinders instead of lines.","bool","on","0"
"dash_color","Controls the color of dashes used to represent distance measures.","color","-1","2"
"dash_gap","controls the length of the visible dash.","float","0.35","2"
"dash_length","controls the separation between dashes.","float","0.15","2"
"dash_radius","if greater than zero, controls the radius of the dash when ray tracing.  Otherwise, the radius is computed from dash_width.","float","0.0","2"
"dash_round_ends","controls whether or not dashes are rounded on their ends.","boolean","on","2"
"dash_use_shader"," If true, on screen rendering of dashes uses the OpenGL shader language (GLSL). If false, OpenGL v1.x style rendering is used.","boolean","on","0"
"dash_width","controls the width of the lines used to draw dashes.","float","3.0","2"
"debug_pick","a setting for debugging mouse pick problems.","integer","0","0"
"default_2fofc_map_rep","This controls the default map representation when a 2FoFc map is loaded from an MTZ map.","string","volume","0"
"default_buster_names","This is the list of valid column names to be sought when autoloading Buster maps.","string","2FOFCWT PH2FOFCWT FOFCWT PHFOFCWT","0"
"default_fofc_map_rep","This controls the default map representation when a FoFc map is loaded from an MTZ map.","string","volume","0"
"default_phenix_names","This is the list of valid column names to be sought when autoloading Phenix maps.","string","2FOFCWT PH2FOFCWT FOFCWT PHFOFCWT","0"
"default_phenix_no_fill_names","This is the list of valid column names to be sought when autoloading Phenix (no fill) maps.","string","2FOFCWT_no_fil PH2FOFCWT_no_fill None None","0"
"default_refmac_names","This is the list of valid column names to be sought when autoloading Refmac maps.","string","FWT PHWT DELFWT PHDELWT","0"
"defer_builds_mode","controls when the underlying geometry for molecular representations is generated, as follows:  

0: visible geometry for all states of all enabled objects is generated upfront and retained in memory for reuse (highest memory usage).
1: visible geometry for the current states of all enabled objects is generated only when needed and then retained in memory for later reuse.
2: visible geometry for the current state of all enabled objects is generated only when needed and retained for the current state, even in disabled objects.
3: visible geometry for the current state of all enabled objects is generated only when needs and retained for reuse in enabled objects only while in the current state (lowest memory usage).","integer","0","2"
"depth_cue","controls whether or not a depth cue fog effect is used.","boolean","on","0"
"dihedral_color","controls dihedral measurement colors.","color","default","2"
"dihedral_label_position","(float: >0.0, default: 1.2) controls where the dihedral label is drawn.","","","2"
"dihedral_size","(float: >0.0, default: 0.6666) controls how far out the dihedral indicator is drawn.","","","2"
"direct","(float 0.0-1.0, default: 0.45) is the amount of light being emitted from the camera.","","","0"
"dist_counter","is the counter used when auto-generating measurement object names.","integer","0","0"
"distance_exclusion","controls the cutoff of bonds that two atoms must exceed if a distance is to be drawn between them when mode=3 is used as an option to the distance command.","integer","5","0"
"dot_as_sphere"," If true, on screen rendering of dots uses the spheres representation, not dots to draw the dots.","boolean","on","0"
"dot_color","(color, default -1) controls the color of the dot representation.  By default, dots assume the color of the associated atom.","","","3"
"dot_density","controls the density of dots taken from the surface of a sphere.","integer","2","2"
"dot_hydrogens","controls whether or not dots are drawn on hydrogen atoms.","boolean","on","2"
"dot_lighting","controls whether or not dots are lit based on their associated surface normals.  The setting has no effect when ray tracing.","boolean","on","2"
"dot_normals","controls whether or not dots are drawn with normals.  This achieves essentially the same effect as dot_lighting, and it too has no effect when ray tracing.","boolean","on","2"
"dot_radius","if greater than zero, controls the radius of dots.  Otherwise, the dot radius is computed from dot_width based on the pixel size of the current viewport.","float","0.0","2"
"dot_solvent","controls whether we generate dots for the atomic or solvent accessible surface.","boolean","off","2"
"dot_use_shader"," If true, on screen rendering of dots uses the OpenGL shader language (GLSL). If false, OpenGL v1.x style rendering is used.","boolean","on","0"
"dot_width","controls the dot width in viewport pixels.","float","2.0","2"
"draw_frames","controls whether or not each movie frame is rendered using the \"draw\" command.","boolean","on","0"
"draw_mode","0 is the normal OpenGL renderer; 1 is antialised OpenGL; 2 is ray traced without shadows; 3 is ray traced with shadows.","integer","0","0"
"dynamic_measures","controls whether or not PyMOL updates measurement objects when incorporated atoms are moved.","boolean","1","1"
"dynamic_width","controls whether or not PyMOL draws lines thicker for easier viewing.","boolean","on","0"
"dynamic_width_factor","controls the dynamic width scaling.","float","0.06","0"
"dynamic_width_max","controls the dynamic width scaling.","float","2.5","0"
"dynamic_width_min","controls the dynamic width scaling.","float","0.75","0"
"edit_bond_cycle_mode","(integer, default: 1): controls the order in which PyMOL cycles bonds: 0 is single, double, triple; 1 is single, aromatic, double, triple, and 2 is single, double, triple, aromatic.","","","0"
"edit_light","(integer 1-8, default: 1) This setting controls which light may be moved by the mouse.","","","0"
"editor_auto_dihedral","controls whether or not the dihedral value is automatically shown when modifying a dihedral torsion.","boolean","on","0"
"editor_auto_origin","controls whether or not the origin is automatically set when rotating molecules.","boolean","on","0"
"editor_label_fragments","not currently functional.","boolean","off","0"
"ellipsoid_color","Controls ellipsoid coloring. Possible values are any PyMOL color.","color","default","3"
"ellipsoid_probability","Probability value around which to draw the ellipsoids.","float","0.5","2"
"ellipsoid_quality","Controls ellipsoid quality.","integer","1","0"
"ellipsoid_scale","Multiplicative scale factors that controls ellipsoid size scaling. ","float","1.","3"
"ellipsoid_transparency","Controls ellipsoid transparency; 0=opaque, 1=transparent.","float","0","3"
"fast_idle","affects idling behavior and should not normally need to be modified.","float","20,000","0"
"fetch_host","Controls the server from which PDB are fetched. Specify the European PDB server with 'pdbe' and the Japanese PDB server with 'pdbj'. This setting defaults to the US server.","string","pdb; valid values: pdb, pdbe, pdbj","0"
"fetch_path","is the default location for files obtained via the fetch command.","string",".","0"
"field_of_view","(float: 1-179:, default: 20.0) determines the vertical field of view for the window, in degrees.","","","0"
"fit_iterations","is the maximum number of iterations for fitting.","integer","1000","0"
"fit_kabsch","Controls whether the published Kabsch method is used to fit or a faster proprietary method is used.","int","0","0"
"fit_tolerance","is the maximum residual for fitting.","float","0.00001","0"
"float_labels","controls whether or not labels are drawn last without Z-buffer clipping so that they appear to float over the image.  This setting has no effect when ray tracing.","boolean","off","2"
"fog","(float 0-1.0, default: 1.0) controls the fog density.","","","0"
"fog_start","(float 0-1.0, default: 0.45) controls where fog starts.","","","0"
"frame","stores the value of the current movie frame.","integer","1","0"
"full_screen","returns whether or not PyMOL is in full screen mode.  You must use [[command:full_screen]] to change this setting.","boolean","off","0"
"gamma","controls the gamma level applied to each pixel.","float","1.0","0"
"gaussian_b_adjust","is an adjustment made to the temperature factors before computing the gaussian maps.","float","0.0","0"
"gaussian_b_floor","is the minimum temperature factor that for computing gaussian maps.","float","0.0","0"
"gaussian_resolution","is the default resolution for computing gaussian maps.","float","2.0","0"
"geometry_export_mode","An undocumented setting that might have somthing to do with OBJ, VRML, and other 3D output formats.","integer","0","0"
"gradient_max_length","(float, default: 100)","","","2"
"gradient_min_length","(float, default: 2.0)","","","2"
"gradient_min_slope","(float, default: 0.00001)","","","2"
"gradient_normal_min_dot","(float, default: 0.70)","","","2"
"gradient_spacing","(int, default: 3)","","","2"
"gradient_step_size","(float, default: 0.25)","","","2"
"gradient_symmetry","(float, default: 0.0)","","","2"
"grid_max","Controls the maximum number of grid slots.","int","-1","0"
"grid_mode","This setting enables or disables grid mode, where each object or state can be drawn in its own subwindow.","int","0","0"
"grid_slot","Controls in which grid window an object will be drawn.","int","-1","1"
"group_arrow_prefix","Show an \"up\" arrow prefix for group subitems","bool","off","0"
"group_auto_mode","(int 0-2, default: 1) Treats dots in object names as group prefix delimiter. 0: off, 1: put in existing groups, 2: create groups if they do not exist","","","0"
"group_full_member_names","With group_auto_mode, either show full object names in object panel, or strip group name prefix from object name.","bool","off","0"
"h_bond_cone","is a hydrogen-bond geometry parameter.","float","180.0","0"
"h_bond_cutoff_center","is the maximum distance for ideal hydrogen bonds.","float","3.6","0"
"h_bond_cutoff_edge","is the maximum distance for a marginal hydrogen bond.","float","3.6","0"
"h_bond_exclusion","controls suppression of hydrogen bonds around adjacent atoms.","integer","3","0"
"h_bond_from_proton","determines if PyMOL draws the hydrogen bonds from the heavy atom or the hydrogen.","boolean","on","0"
"h_bond_max_angle","is the maximum angle for a marginal hydrogen bond.","float","63.0","0"
"h_bond_power_a","is a hydrogen-bond geometry parameter.","float","1.6","0"
"h_bond_power_b","is a hydrogen-bond geometry parameter.","float","5.0","0"
"halogen_bond_distance","Halogen-bonds maximum distance.","float","3.5","0"
"halogen_bond_as_donor_min_donor_angle","Halogen-bonds as donor minumum donor angle.","float","140.0","0"
"halogen_bond_as_donor_min_acceptor_angle","Halogen-bonds as donor minumum acceptor angle.","float","90.0","0"
"halogen_bond_as_acceptor_min_donor_angle","Halogen-bonds as acceptor minumum donor angle.","float","120.0","0"
"halogen_bond_as_acceptor_min_acceptor_angle","Halogen-bonds as acceptor minumum acceptor angle.","float","90.0","0"
"halogen_bond_as_acceptor_max_acceptor_angle","Halogen-bonds as acceptor maximum acceptor angle.","float","170.0","0"
"salt_bridge_distance","Salt-bridge maximum distance.","float","5.0","0"
"half_bonds","controls whether or not half-bonds are shown when only one of the two atoms is visible.","boolean","off","2"
"hash_max","controls the maximum amount of memory used by the various temporary 3D hash tables used in geometry generation and raytracing.","integer","depends","0"
"heavy_neighbor_cutoff","cutoff for finding heavy neighbors in measurements wizard.","float","3.5","0"
"hide_long_bonds","controls whether or not PyMOL hides bonds longer than 90% of the sum the vdw radii.","boolean","off","2"
"hide_underscore_names","controls whether or not names with leading underscores are hidden from the user.","boolean","on","0"
"idle_delay","affects idling behavior and should not normally need to be modified.","float","1.5","0"
"ignore_case","controls whether or not the selection language is case sensitive or not (excludes chain and segi, see ignore_case_chain).","boolean","on","0"
"ignore_case_chain","controls whether or not the selection language is case sensitive for chain and segi.","boolean","off","0"
"ignore_pdb_segi","controls whether or not the PDB segment identifier is ignored.","boolean","off","0"
"image_dots_per_inch","if non-zero, controls the dots-per-inch in the output file.","float","0.0","0"
"internal_feedback","controls the number of lines of output shown in the viewer window.","integer","1","0"
"internal_gui","controls whether or not the internal graphical user interface (internal gui) is shown in the viewer window.","boolean","on","1"
"internal_gui_control_size","controls the height of controls in the internal gui.","integer","18","0"
"internal_gui_mode","function unknown.","integer","0","0"
"internal_gui_name_color_mode","controls the text color of object names: 0=default (white), 1=first carbon atom color, 2=object color","integer","0","0"
"internal_gui_width","controls the width of the internal gui in pixels.","integer","220","0"
"internal_prompt","controls whether or not the user is presented with a prompt in the viewer window or merely an output log.","boolean","on","0"
"keep_alive","when running without a GUI, don’t quit after the input is exhausted","boolean","false","0"
"label_anchor"," (string, default: CA) Atom name to which default labels are attached. For example, CA=alpha carbon and CB=beta carbon.","","","0"
"label_angle_digits"," (integer, default: -1) controls the number of decimal places shown on angle labels. If default use value from label_digits setting.","","","2"
"label_bg_color","controls the color of label's background. By default, the background is not shown, but once this value is set to a value other than -1/default, the background is shown.","color","-1","4"
"label_bg_outline","controls whether or not the label's background outline is drawn.  If set, the outline is drawn in the same color as label_connector_color.","boolean","off","4"
"label_bg_transparency","controls the transparency of the label's background.","float",".6","4"
"label_color","(color, default: -6 (front)) controls the text color of labels.  By default, labels assume the front color, which is a color that has sharp contrast to the background. (i.e., white if the background is black)","","","3"
"label_connector","controls whether or not the connector between the label and its target atom is drawn.","boolean","off","4"
"label_connector_color","controls the color of label connector. By default, label connectors behave the same way as labels and assume the front color, which is a color that has sharp contrast to the background. (i.e., white if the background is black)","color","-6","4"
"label_connector_ext_length","controls the distance away from the label in which the two lines meet in label_connector_mode 2 and 4.  This value is multiplied by the label_size.","float","2.5","4"
"label_connector_mode","controls how the connector is drawn from the label to its target atom.

0 - line from target to closest corner or midpoint of label's outline bounding box
1 - line from target to center of label (stops at bounding box)
2 - two lines drawn from target to lower corner of label (with bend at label_connector_ext_length distance from label)
3 - line from target to closest corner or edge of label
4 - same as mode #2, except that if the target is in-between the label in either dimension, a line is drawn directly perpendicular to the label","integer","0","4"
"label_connector_width","controls the width of the connector and background outline lines.","float","2.0","4"
"label_digits"," (integer, default: 1) controls the number of decimal places shown on labels.","","","2"
"label_dihedral_digits"," (integer, default: -1) controls the number of decimal places shown on dihedral labels. If default use value from label_digits setting.","","","2"
"label_distance_digits"," (integer, default: -1) controls the number of decimal places shown on distance labels. If default use value from label_digits setting.","","","2"
"label_font_id","(integer: 1-15, default: 5) controls what font is used to draw labels.

label fonts 1-4: are non-scalable raster fonts
label fonts 5-15: are scalable vector fonts.  Font 15 includes greek characters accessible via  unicode.","","","2"
"label_multiline_justification","For labels with multiple lines, this justification value controls the horizontal justification.  This value is a floating point value, so it can be interpolated between the values below.

1 = left justification
0 = center justification
-1 = right justification","float","1.","4"
"label_multiline_spacing","controls the space between multiline labels (value is in label_size scale, e.g., 1.2 there is .2 label_size between the lines)","float","1.2","4"
"label_outline_color","(color, default -1) controls whether or not an outline of the indicated color is drawn around each character in order to improve contrast and readability.  This setting only applies to scalable fonts.","","","2"
"label_padding","controls the space between the bounds of the text and the background outline in the X and Y direction. (values are in label_size scale), 3rd value in the vector is currently not used.","vector","[0.2, 0.2, 0.0]","4"
